mol_id,cid,smiles,inchikey,formula,iupac_name,scaffold_id,scaffold_name,scaffold_class,scaffold_smarts,murcko_scaffold,mw,logp,tpsa,hbd,hba,rotb,heavy_atoms,rings,aromatic_rings,fraction_csp3,bertz_ct
MOL_00048,161373,CCOc1ccc2c(c1)Oc1cc(OCC)ccc1C21OC(=O)c2ccccc21,XAPFGEPPWZRGFN-UHFFFAOYSA-N,C24H20O5,"3',6'-diethoxyspiro[2-benzofuran-3,9'-xanthene]-1-one",fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,388.419,5.052,53.99,0,5,4,29,5,3,0.2083,1062.5
MOL_00049,2905426,COCC(C)NC(=O)C1c2ccccc2Oc2ccccc21,WQXAKWGCQICCTF-UHFFFAOYSA-N,C18H19NO3,N-(1-methoxypropan-2-yl)-9H-xanthene-9-carboxamide,fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,c1ccc2c(c1)Cc1ccccc1O2,297.354,3.075,47.56,1,3,4,22,3,2,0.2778,638.04
MOL_00050,89556,CCN(CC)c1ccc2c(c1)Oc1cc(C)cc(C)c1C21OC(=O)c2ccccc21,XUFBVJQHCCCPNM-UHFFFAOYSA-N,C26H25NO3,"6'-(diethylamino)-1',3'-dimethylspiro[2-benzofuran-3,9'-xanthene]-1-one",fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,399.49,5.718,38.77,0,4,3,30,5,3,0.2692,1178.89
MOL_00051,90656183,CN1C(=O)C2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1c(F)cc(-c3ccnc(F)c3)cc12,JCWKMXKBFBTZOR-UHFFFAOYSA-N,C26H16F3N5O2,"2-amino-4'-fluoro-7'-(2-fluoro-3-pyridinyl)-2'-(2-fluoro-4-pyridinyl)-3-methylspiro[imidazole-5,9'-xanthene]-4-one",fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,O=C1NC=NC12c1cc(-c3ccncc3)ccc1Oc1ccc(-c3cccnc3)cc12,487.441,4.364,93.7,1,6,2,36,6,4,0.0769,1623.45
MOL_00052,834662,O=C(O)CC1c2ccccc2Oc2ccccc21,WBWAHPQXFIMEOA-UHFFFAOYSA-N,C15H12O3,2-(9H-xanthen-9-yl)acetic acid,fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,c1ccc2c(c1)Cc1ccccc1O2,240.258,3.399,46.53,1,2,2,18,3,2,0.1333,558.69
MOL_00053,5275941,CCc1cn(C2CC(O)C(CNC(=O)C3c4ccccc4Oc4ccccc43)O2)c(=O)[nH]c1=O,BSPCELJBUAMHEE-UHFFFAOYSA-N,C25H25N3O6,"N-[[(2R,3S,5R)-5-(5-ethyl-2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl]-9H-xanthene-9-carboxamide",fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,O=C(NCC1CCC(n2ccc(=O)[nH]c2=O)O1)C1c2ccccc2Oc2ccccc21,463.49,1.801,122.65,3,6,5,34,5,3,0.32,1301.22
MOL_00054,68205,O=C(O)c1ccccc1C1c2ccc(O)cc2Oc2cc(O)ccc21,MURGITYSBWUQTI-UHFFFAOYSA-N,C20H14O5,"2-(3,6-dihydroxy-9H-xanthen-9-yl)benzoic acid",fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,c1ccc(C2c3ccccc3Oc3ccccc32)cc1,334.327,4.082,86.99,3,4,2,25,4,3,0.05,941.63
MOL_00055,659939,O=C(Nc1ccncc1)C1c2ccccc2Oc2ccccc21,MGHLZEVMIBMMIV-UHFFFAOYSA-N,C19H14N2O2,N-pyridin-4-yl-9H-xanthene-9-carboxamide,fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,O=C(Nc1ccncc1)C1c2ccccc2Oc2ccccc21,302.333,3.958,51.22,1,3,2,23,4,3,0.0526,816.51
MOL_00056,939077,O=C(OC1CN2CCC1CC2)C1c2ccccc2Oc2ccccc21,DAIWBMZPSVQRCH-UHFFFAOYSA-N,C21H21NO3,[(3R)-1-azabicyclo[2.2.2]octan-3-yl] 9H-xanthene-9-carboxylate,fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,O=C(OC1CN2CCC1CC2)C1c2ccccc2Oc2ccccc21,335.403,3.562,38.77,0,4,2,25,6,2,0.381,764.79
MOL_00057,337218,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2cccc3cccc1c23,FTUOFHGOGJGQAB-UHFFFAOYSA-N,C24H14O5,"3',6'-dihydroxyspiro[3-oxatricyclo[7.3.1.05,13]trideca-1(12),5,7,9(13),10-pentaene-4,9'-xanthene]-2-one",fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,O=C1OC2(c3ccccc3Oc3ccccc32)c2cccc3cccc1c23,382.371,4.819,75.99,2,5,0,29,6,4,0.0417,1298.24
MOL_00058,725576,NC(=O)C1c2ccccc2Oc2ccccc21,WEDLKOCAEPRSPJ-UHFFFAOYSA-N,C14H11NO2,9H-xanthene-9-carboxamide,fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,c1ccc2c(c1)Cc1ccccc1O2,225.247,2.409,52.32,1,2,1,17,3,2,0.0714,546.78
MOL_00059,718106,CC(C)(C)NC(=O)C1c2ccccc2Oc2ccccc21,LBYLSTHLFWFOBR-UHFFFAOYSA-N,C18H19NO2,N-tert-butyl-9H-xanthene-9-carboxamide,fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,c1ccc2c(c1)Cc1ccccc1O2,281.355,3.839,38.33,1,2,1,21,3,2,0.2778,640.11
MOL_00060,90537,O=C1OC2(c3ccccc31)c1ccc(O)c([N+](=O)[O-])c1Oc1c2ccc(O)c1[N+](=O)[O-],RYCIBGACBRAXBM-UHFFFAOYSA-N,C20H10N2O9,"3',6'-dihydroxy-4',5'-dinitrospiro[2-benzofuran-3,9'-xanthene]-1-one",fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,422.305,3.482,162.27,2,9,2,31,5,3,0.05,1279.22
MOL_00061,15645577,NCC1c2ccccc2Oc2ccccc21,VYDDHEPARBFMGU-UHFFFAOYSA-N,C14H13NO,9H-xanthen-9-ylmethanamine,fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,c1ccc2c(c1)Cc1ccccc1O2,211.264,2.883,35.25,1,2,1,16,3,2,0.1429,476.15
MOL_00062,108249,CCCCCCCCNc1ccc2c(c1)C1(OC(=O)c3ccccc31)c1ccc(N(CC)CC)cc1O2,NMDQDUHQWBIVNL-UHFFFAOYSA-N,C32H38N2O3,"6'-(diethylamino)-2'-(octylamino)spiro[2-benzofuran-3,9'-xanthene]-1-one",fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,498.667,7.873,50.8,1,5,11,37,5,3,0.4062,1266.64
MOL_00063,214169,CCN(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,HIGMQFBAGGGECD-UHFFFAOYSA-N,C20H24ClNO3,2-(diethylamino)ethyl 9H-xanthene-9-carboxylate;hydrochloride,fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,c1ccc2c(c1)Cc1ccccc1O2,325.408,3.809,38.77,0,4,6,24,3,2,0.35,664.04
MOL_00064,72861,OC1c2ccccc2Oc2ccccc21,JFRMYMMIJXLMBB-UHFFFAOYSA-N,C13H10O2,9H-xanthen-9-ol,fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,c1ccc2c(c1)Cc1ccccc1O2,198.221,2.874,29.46,1,2,0,15,3,2,0.0769,459.89
MOL_00065,699662,COC(=O)C1c2ccccc2Oc2ccccc21,RFHABUQANXJNQS-UHFFFAOYSA-N,C15H12O3,methyl 9H-xanthene-9-carboxylate,fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,c1ccc2c(c1)Cc1ccccc1O2,240.258,3.097,35.53,0,3,1,18,3,2,0.1333,558.69
MOL_00066,11949623,Cc1ccc(S(=O)(=O)NC2CNCC(C(=O)NCC3c4ccccc4Oc4ccccc43)C2)cc1,SOEKUZSTSXYGKH-UHFFFAOYSA-N,C27H29N3O4S,"(3S,5R)-5-[(4-methylphenyl)sulfonylamino]-N-(9H-xanthen-9-ylmethyl)piperidine-3-carboxamide",fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,O=C(NCC1c2ccccc2Oc2ccccc21)C1CNCC(NS(=O)(=O)c2ccccc2)C1,491.613,3.305,96.53,3,5,6,35,5,3,0.2963,1278.76
MOL_00067,3259,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,OALHHIHQOFIMEF-UHFFFAOYSA-N,C20H8I4O5,"3',6'-dihydroxy-2',4',5',7'-tetraiodospiro[2-benzofuran-3,9'-xanthene]-1-one",fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,835.895,6.084,75.99,2,5,0,29,5,3,0.05,1190.85
MOL_00068,64944,O=C1OC2(c3cc(Cl)c(O)cc3Oc3cc(O)c(Cl)cc32)c2ccccc21,VFNKZQNIXUFLBC-UHFFFAOYSA-N,C20H10Cl2O5,"2',7'-dichloro-3',6'-dihydroxyspiro[2-benzofuran-3,9'-xanthene]-1-one",fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,401.201,4.973,75.99,2,5,0,27,5,3,0.05,1097.85
MOL_00069,80878,O=C1OC2(c3ccc([O-])cc3Oc3cc([O-])ccc32)c2ccccc21,GNBHRKFJIUUOQI-UHFFFAOYSA-L,C20H10K2O5,"dipotassium;3-oxospiro[2-benzofuran-1,9'-xanthene]-3',6'-diolate",fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,330.295,2.402,81.65,0,5,0,25,5,3,0.05,1002.2
MOL_00070,76806,O=C(O)c1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21,BZTDTCNHAFUJOG-UHFFFAOYSA-N,C21H12O7,"3',6'-dihydroxy-1-oxospiro[2-benzofuran-3,9'-xanthene]-5-carboxylic acid",fluorescein,Xanthene (fluorescein-like),chromophore,c1ccc2c(c1)Oc1ccccc1C2,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,376.32,3.364,113.29,3,6,1,28,5,3,0.0476,1143.85
MOL_00071,146670375,CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21c2c(F)c(F)c(F)c(F)c2C(=O)N1CC(F)(F)F,QOUVHFIOMFUYKU-UHFFFAOYSA-N,C30H28F7N3O2,"3',6'-bis(diethylamino)-4,5,6,7-tetrafluoro-2-(2,2,2-trifluoroethyl)spiro[isoindole-3,9'-xanthene]-1-one",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,O=C1NC2(c3ccccc3Oc3ccccc32)c2ccccc21,595.559,7.351,36.02,0,4,7,42,5,3,0.3667,1504.17
MOL_00072,13695942,COC(=O)c1ccccc1C1c2cc(I)c(N)cc2Oc2c1cc(I)c(N)c2I,HISCDQOOGBFIJA-UHFFFAOYSA-N,C21H15I3N2O3,"methyl 2-(3,6-diamino-2,4,7-triiodo-9H-xanthen-9-yl)benzoate",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,c1ccc(C2c3ccccc3Oc3ccccc32)cc1,724.074,5.737,87.57,2,5,2,29,4,3,0.0952,1164.39
MOL_00073,91744162,FC(F)(F)C1c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCCN4CCC3,INDAAPNTZQJMNP-UHFFFAOYSA-N,C26H27F3N2O,"16-(trifluoromethyl)-3-oxa-9,23-diazaheptacyclo[17.7.1.15,9.02,17.04,15.023,27.013,28]octacosa-1(27),2(17),4(15),5(28),13,18-hexaene",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,c1c2c(c3c4c1CCCN4CCC3)Oc1c(cc3c4c1CCCN4CCC3)C2,440.509,5.884,15.71,0,3,0,32,7,2,0.5385,1053.86
MOL_00074,174918,Cc1ccc(Nc2ccc3c(c2)Oc2cc(Nc4ccc(S(=O)(=O)O)c(C)c4C)ccc2C32OS([O-])([O-])c3ccccc32)c(C)c1,HDHIHKWYTXNTNB-UHFFFAOYSA-L,C35H30N2NaO7S2-,"sodium 4-[[6'-(2,4-dimethylanilino)-1,1-dioxidospiro[2,1lambda4-benzoxathiole-3,9'-xanthene]-3'-yl]amino]-2,3-dimethylbenzenesulfonic acid",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,c1ccc(Nc2ccc3c(c2)Oc2cc(Nc4ccccc4)ccc2C32OSc3ccccc32)cc1,654.766,8.421,143.01,3,8,5,46,7,5,0.1429,2182.77
MOL_00075,393363,Nc1cc2c3c(c1)Oc1cc(N)cc4c1C3c1c(cc(N)cc1O4)O2,LUOIXKQZXPGMRR-UHFFFAOYSA-N,C19H13N3O3,"8,14,22-trioxahexacyclo[11.7.1.13,19.02,7.09,21.015,20]docosa-2,4,6,9,11,13(21),15(20),16,18-nonaene-5,11,17-triamine",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,c1cc2c3c(c1)Oc1cccc4c1C3c1c(cccc1O4)O2,331.331,3.931,105.75,3,6,0,25,6,3,0.0526,912.42
MOL_00076,58788143,CN1c2cc3c(cc2-c2sc4ccccc4c2C1(C)C)C(c1c(F)c(F)c(F)c(F)c1F)c1cc2c(cc1O3)[NH+](C)C(C)(C)c1c-2sc2ccccc12,FWLUGPFBBJSLCM-UHFFFAOYSA-O,C43H32F5N2OS2+,"15,15,16,24,25,25-hexamethyl-2-(2,3,4,5,6-pentafluorophenyl)-20-oxa-7,33-dithia-24-aza-16-azonianonacyclo[19.15.0.03,19.05,17.06,14.08,13.023,35.026,34.027,32]hexatriaconta-1(21),3(19),4,6(14),8,10,12,17,22,26(34),27,29,31,35-tetradecaene",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,c1ccc(C2c3cc4c(cc3Oc3cc5c(cc32)-c2sc3ccccc3c2C[NH2+]5)NCc2c-4sc3ccccc23)cc1,751.866,11.511,16.91,1,4,1,53,10,7,0.2093,2599.68
MOL_00077,58058083,CC(=O)N1CCCc2cc3c(cc21)Oc1cc2c(cc1C31OC(=O)c3ccc(C(=O)NCc4ccc(OP(OCCC#N)N(C(C)C)C(C)C)cc4)cc31)CCCN2C(=O)C(F)(F)F,ZAUQPRQIRBBFOX-UHFFFAOYSA-N,C47H47F3N5O8P,"6'-acetyl-N-[[4-[2-cyanoethoxy-[di(propan-2-yl)amino]phosphanyl]oxyphenyl]methyl]-1-oxo-20'-(2,2,2-trifluoroacetyl)spiro[2-benzofuran-3,13'-2-oxa-6,20-diazapentacyclo[12.8.0.03,12.05,10.016,21]docosa-1(14),3(12),4,10,15,21-hexaene]-5-carboxamide",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,O=C(NCc1ccccc1)c1ccc2c(c1)C1(OC2=O)c2cc3c(cc2Oc2cc4c(cc21)CCCN4)NCCC3,897.888,8.98,150.74,1,10,11,64,8,4,0.383,2570.77
MOL_00078,3033892,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CSCCNC(=S)Nc1ccc2c(c1)COC21c2ccc(N(C)C)cc2Oc2cc(N(C)C)ccc21,OKOKCFYACFGLQH-UHFFFAOYSA-N,C49H57FN4O6S2,"1-[3',6'-bis(dimethylamino)spiro[3H-2-benzofuran-1,9'-xanthene]-5-yl]-3-[2-[2-[(10S,11S,13S,16R,17R)-9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl]sulfanylethyl]thiourea",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,O=C1C=CC2C(=C1)CCC1C2CCC2C(C(=O)CSCCNC(=S)Nc3ccc4c(c3)COC43c4ccccc4Oc4ccccc43)CCC21,881.149,7.683,123.6,4,10,9,62,9,3,0.4898,2382.33
MOL_00079,90353217,Nc1ccc2c(c1)Oc1c(ccc(NCC(F)(F)F)c1S(=O)(=O)O)C2,MSSJADPKUDXZQP-UHFFFAOYSA-N,C15H13F3N2O4S,"6-amino-3-(2,2,2-trifluoroethylamino)-9H-xanthene-4-sulfonic acid",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,c1ccc2c(c1)Cc1ccccc1O2,374.34,3.186,101.65,3,5,3,25,3,2,0.2,942.52
MOL_00080,20737291,CN(C)c1ccc2c(c1)Oc1cc(N(C)C)ccc1C2=C1C=CC(=N)C(N)=C1C(=O)O,SWLYDDNIOVVVKD-UHFFFAOYSA-N,C24H24N4O3,"2-amino-6-[3,6-bis(dimethylamino)xanthen-9-ylidene]-3-iminocyclohexa-1,4-diene-1-carboxylic acid",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,N=C1C=CC(=C2c3ccccc3Oc3ccccc32)C=C1,416.481,3.613,102.88,3,6,3,31,4,2,0.1667,1159.83
MOL_00081,58722203,COCCN1CCOCCOCCOCCOc2cc(C3c4ccc(N(C)C)cc4Oc4cc(N(C)C)c(F)cc43)ccc21,GVFUBNJVIRPSNG-UHFFFAOYSA-N,C34H44FN3O6,"2-fluoro-9-[14-(2-methoxyethyl)-2,5,8,11-tetraoxa-14-azabicyclo[13.4.0]nonadeca-1(15),16,18-trien-18-yl]-3-N,3-N,6-N,6-N-tetramethyl-9H-xanthene-3,6-diamine",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,c1ccc2c(c1)Oc1ccccc1C2c1ccc2c(c1)OCCOCCOCCOCCN2,609.739,5.139,65.1,0,9,6,44,5,3,0.4706,1401.67
MOL_00082,141637600,O=C1c2ccccc2C(C2c3ccc(N4CCCCCC4)cc3Oc3cc(N4CCCCCC4)ccc32)N1c1ccc2c(C(F)(F)F)cc(=O)oc2c1,UMTMUPRGXCMZPT-UHFFFAOYSA-N,C43H40F3N3O4,"3-[3,6-bis(azepan-1-yl)-9H-xanthen-9-yl]-2-[2-oxo-4-(trifluoromethyl)chromen-7-yl]-3H-isoindol-1-one",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,O=C1c2ccccc2C(C2c3ccc(N4CCCCCC4)cc3Oc3cc(N4CCCCCC4)ccc32)N1c1ccc2ccc(=O)oc2c1,719.804,10.212,66.23,0,6,4,53,9,5,0.3488,2198.65
MOL_00083,153670697,CCN(c1cccc(S(=O)(=O)CCOS(=O)(=O)O)c1)c1ccc2c(c1)Oc1cc(N(C)Cc3ccc(Nc4cc(F)nc(F)n4)cc3)ccc1C2c1ccccc1S(=O)(=O)O,WKRURXJGHCSROY-UHFFFAOYSA-N,C41H37F2N5O10S3,"2-[3-[[4-[(2,6-difluoropyrimidin-4-yl)amino]phenyl]methyl-methylamino]-6-[N-ethyl-3-(2-sulfooxyethylsulfonyl)anilino]-9H-xanthen-9-yl]benzenesulfonic acid",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,c1ccc(Nc2ccc3c(c2)Oc2cc(NCc4ccc(Nc5ccncn5)cc4)ccc2C3c2ccccc2)cc1,893.969,7.419,205.63,3,13,15,61,7,6,0.1707,2939.68
MOL_00084,154956207,CC1=CC(C)(C)N(C(=O)C(F)(F)F)c2cc3c(cc21)C(O)(c1c(Cl)cc(C(=O)O)c(Cl)c1C=O)c1cc2c4c(c1O3)CCCN4C(C)(C)C=C2C,NYVVGPXISIYEKG-UHFFFAOYSA-N,C38H33Cl2F3N2O6,"2,5-dichloro-3-formyl-4-[14-hydroxy-8,8,10,18,20,20-hexamethyl-7-(2,2,2-trifluoroacetyl)-3-oxa-7,21-diazahexacyclo[15.7.1.02,15.04,13.06,11.021,25]pentacosa-1(25),2(15),4(13),5,9,11,16,18-octaen-14-yl]benzoic acid",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,C1=Cc2cc3c(cc2NC1)Oc1c(cc2c4c1CCCN4CC=C2)C3c1ccccc1,741.59,8.933,107.38,2,6,3,51,7,3,0.3421,2206.22
MOL_00085,139258925,CC1=CC(C)=NC1=C(c1ccc(C#Cc2ccc3c(c2)C(=O)OC32c3ccc(N(C)C)cc3Oc3cc(N(C)C)ccc32)cc1)c1c(C)cc(C)n1B(F)F,QDDVCNWNFWBDFC-UHFFFAOYSA-N,C45H39BF2N4O3,"6-[2-[4-[(Z)-(1-difluoroboranyl-3,5-dimethylpyrrol-2-yl)-(3,5-dimethylpyrrol-2-ylidene)methyl]phenyl]ethynyl]-3',6'-bis(dimethylamino)spiro[2-benzofuran-3,9'-xanthene]-1-one",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccc(C#Cc3ccc(C(=C4C=CC=N4)c4ccc[nH]4)cc3)cc21,732.64,9.157,59.3,0,6,5,55,8,5,0.2,2547.1
MOL_00086,138726185,Cc1c(N)ccc2c1Oc1c(ccc(N)c1C)C21c2ccccc2-c2ccc(S(=O)(=O)Nc3cc(F)c(F)c(F)c3)cc21,VSJYQXVEOAWIPS-UHFFFAOYSA-N,C33H24F3N3O3S,"3',6'-diamino-4',5'-dimethyl-N-(3,4,5-trifluorophenyl)spiro[fluorene-9,9'-xanthene]-2-sulfonamide",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,O=S(=O)(Nc1ccccc1)c1ccc2c(c1)C1(c3ccccc3Oc3ccccc31)c1ccccc1-2,599.634,7.155,107.44,3,5,3,43,7,5,0.0909,2067.38
MOL_00087,89593489,CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1N=CC=O,VKPYCVQNEDFLEV-UHFFFAOYSA-N,C28H28N4O3,"(2E)-2-[3',6'-bis(ethylamino)-2',7'-dimethyl-3-oxospiro[isoindole-1,9'-xanthene]-2-yl]iminoacetaldehyde",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,O=C1NC2(c3ccccc3Oc3ccccc32)c2ccccc21,468.557,5.205,83.03,2,6,6,35,5,3,0.25,1317.36
MOL_00088,59709570,CC1(C(F)(F)F)c2cc(O)c(N)cc2Oc2cc(N)c(O)cc21,DEDFDEHMRMNYHR-UHFFFAOYSA-N,C15H13F3N2O3,"3,6-diamino-9-methyl-9-(trifluoromethyl)xanthene-2,7-diol",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,c1ccc2c(c1)Cc1ccccc1O2,326.274,3.236,101.73,4,5,0,23,3,2,0.2,761.09
MOL_00089,88564360,CCN(C(=O)C(F)(F)F)c1cc2c(cc1C)C(OCO)(c1cc(C(=O)O)ccc1C)c1cc(C)c(N(CC)C(=O)C(F)(F)F)cc1O2,AKIOIJFCTUYUQO-UHFFFAOYSA-N,C32H30F6N2O7,"3-[3,6-bis[ethyl-(2,2,2-trifluoroacetyl)amino]-9-(hydroxymethoxy)-2,7-dimethylxanthen-9-yl]-4-methylbenzoic acid",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,c1ccc(C2c3ccccc3Oc3ccccc32)cc1,668.587,6.504,116.61,2,6,8,47,4,3,0.3438,1663.59
MOL_00090,44563739,O=C1OC2(c3ccc(NC(=O)C(CCc4ccccc4)NC(=O)C4CCCN4)cc3Oc3cc(NC(=O)C(CCc4ccccc4)NC(=O)C4CCCN4)ccc32)c2ccccc21,PMGIDMPVSLQRHE-UHFFFAOYSA-N,C50H50N6O7,"(2S)-N-[(2S)-1-oxo-1-[[3-oxo-6'-[[(2S)-4-phenyl-2-[[(2S)-pyrrolidine-2-carbonyl]amino]butanoyl]amino]spiro[2-benzofuran-1,9'-xanthene]-3'-yl]amino]-4-phenylbutan-2-yl]pyrrolidine-2-carboxamide",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,O=C1OC2(c3ccc(NC(=O)C(CCc4ccccc4)NC(=O)C4CCCN4)cc3Oc3cc(NC(=O)C(CCc4ccccc4)NC(=O)C4CCCN4)ccc32)c2ccccc21,846.985,5.871,175.99,6,9,14,63,9,5,0.3,2378.59
MOL_00091,123316323,CN(C)c1ccc2c(c1)Oc1cc(N(C)C)ccc1C21OC(=O)C2=CC(C)(C(=O)NCCCCCCNC(=O)C(F)c3ccc(OP(=O)(O)O)cc3)C=CC=C21,MVKMDUPDCOFOIX-UHFFFAOYSA-N,C41H46FN4O9P,"[4-[2-[6-[[3',6'-bis(dimethylamino)-5-methyl-3-oxospiro[cyclohepta[c]furan-1,9'-xanthene]-5-carbonyl]amino]hexylamino]-1-fluoro-2-oxoethyl]phenyl] dihydrogen phosphate",rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,O=C(Cc1ccccc1)NCCCCCCNC(=O)C1C=CC=C2C(=C1)C(=O)OC21c2ccccc2Oc2ccccc21,788.81,6.129,166.97,4,9,14,56,6,3,0.3415,2104.12
MOL_00092,68371097,CCCCCCCCCCCCCCCCCCC(CC1c2ccc(N(CCCC)CCCC)cc2Oc2cc(NC)cc(C(F)(F)F)c21)C(=O)O,DRKZXXMWFUCKGC-UHFFFAOYSA-N,C44H69F3N2O3,2-[[6-(dibutylamino)-3-(methylamino)-1-(trifluoromethyl)-9H-xanthen-9-yl]methyl]icosanoic acid,rhodamine,Rhodamine / rosamine,chromophore,c1cc2c(cc1N)Oc1cc(N)ccc1C2,c1ccc2c(c1)Cc1ccccc1O2,731.041,14.134,61.8,2,4,28,52,3,2,0.7045,1306.37
